n,bi_us,zint_us,zint_over_bi
64,11.272,10.689,0.948261
128,32.819,32.027,0.975867
256,97.876,96.665,0.987625
512,291.466,289.488,0.993212
1024,318.643,315.657,0.990631
2048,573.112,570.526,0.995488
4096,1205.703,1127.483,0.935125
8192,2350.767,2258.453,0.960731
16384,5181.971,4711.571,0.909224
