n,bi_us,zint_us,zint_over_bi
64,2.489,2.468,0.991482
128,7.663,7.545,0.984621
256,23.008,23.069,1.002643
512,70.249,70.345,1.001361
1024,43.055,43.009,0.998947
2048,88.730,88.570,0.998191
4096,188.132,190.157,1.010764
8192,395.238,393.668,0.996028
16384,841.020,845.450,1.005267
