n,bi_us,zint_us,zint_over_bi
64,10.949,7.746,0.707477
128,32.437,24.531,0.756263
256,99.125,80.666,0.813786
512,294.949,226.484,0.767876
1024,313.837,276.911,0.882338
2048,589.558,550.726,0.934134
4096,1217.523,1062.197,0.872424
8192,2331.913,2160.473,0.926481
16384,5117.586,4674.657,0.913450
