n,bi_us,zint_us,zint_over_bi
64,2.467,1.967,0.797400
128,7.592,6.150,0.810098
256,23.156,18.973,0.819351
512,71.150,55.799,0.784243
1024,42.529,42.875,1.008144
2048,88.177,87.878,0.996609
4096,184.733,186.007,1.006897
8192,384.883,384.218,0.998272
16384,811.563,810.480,0.998665
