n,bi_us,zint_us,zint_over_bi
64,2.409,1.918,0.796027
128,7.414,5.958,0.803692
256,22.616,18.875,0.834576
512,68.367,55.794,0.816092
1024,42.001,42.020,1.000460
2048,87.023,86.856,0.998069
4096,184.023,183.697,0.998234
8192,381.010,381.155,1.000381
16384,805.030,802.680,0.997081
