n,bi_us,zint_us,zint_over_bi
64,2.454,2.440,0.994360
128,7.549,7.515,0.995562
256,23.029,23.037,1.000360
512,69.791,70.419,1.008995
1024,43.268,43.427,1.003675
2048,89.766,89.346,0.995316
4096,190.868,190.683,0.999031
8192,395.268,394.345,0.997664
16384,832.797,830.770,0.997566
