n,bi_us,zint_us,zint_over_bi
64,11.293,10.885,0.963871
128,32.953,32.104,0.974230
256,98.384,97.324,0.989226
512,291.485,288.883,0.991075
1024,317.251,314.445,0.991157
2048,591.332,579.870,0.980617
4096,1716.330,1648.120,0.960258
8192,3349.573,3118.300,0.930954
16384,7309.600,6037.400,0.825955
