n,bi_us,zint_us,zint_over_bi
64,11.115,10.581,0.951977
128,32.506,31.656,0.973839
256,96.939,95.375,0.983866
512,286.775,285.100,0.994158
1024,312.551,309.991,0.991809
2048,570.148,565.298,0.991493
4096,1151.517,1102.830,0.957720
8192,2329.167,2244.680,0.963727
16384,5001.000,4592.829,0.918382
